ProviderNumber,HospitalName,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Stateavg
50633,TWIN CITIES COMMUNITY HOSPITAL,TEMPLETON,CA,93465.0,SAN LUIS OBISPO,8054343500.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),CA_SCIP-INF-3
100217,SEBASTIAN RIVER MEDICAL CENTER,SEBASTIAN,FL,32978.0,INDIAN RIVER,7725893187.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,FL_PN-3B
41327,BRADLEY COUNTY MEDICAL CENTER,WARREN,AR,71671.0,BRADLEY,8702263731.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,AR_PN-7
181301,MARCUM AND WALLACE MEMORIAL HOSPITAL,IRVINE,KY,40336.0,ESTILL,6067232115.0,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,KY_SCIP-VTE-2
190175,RIVER PARISHES HOSPITAL,LAPLACE,LA,70068.0,ST JOHN THE BAPTIST,9856527000.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,LA_PN-5C
51304,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,CA,95338.0,MARIPOSA,2099663631.0,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),CA_HF-3
250081,RILEY HOSPITAL,MERIDIAN,MS,39301.0,LAUDERDALE,6016932511.0,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,MS_HF-2
11030F,AUGUSTA VA MEDICAL CENTER,AUGUSTA,GA,30901.0,RICHMOND,7068232201.0,Acute Care - VA Medical Center,Government Federal,No,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,GA_AMI-5
171339,GREENWOOD COUNTY HOSPITAL,EUREKA,KS,67045.0,GREENWOOD,6205837451.0,Critical Access Hospitals,Government - Local,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,KS_AMI-4
110135,TAYLOR REGIONAL HOSPITAL,HAWKINSVILLE,GA,31036.0,PULASKI,4787830200.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,FL_PN-5C
150173,CLARIAN-ARNETT HEALTH SYSTEM INC,LAFAYETTE,IN,47905.0,TIPPECANOE,7654488000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),IN_SCIP-INF-3
180025,FLAGET MEMORIAL HOSPITAL (MEMBER OF SAINT JOSEPH H,BARDSTOWN,KY,40004.0,NELSON,5023505000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,KY_SCIP-INF-4
50234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,CORONADO,CA,92118.0,SAN DIEGO,6194356251.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,CA_SCIP-INF-2
50224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,NEWPORT BEACH,FL,92663.0,ORANGE,9496458600.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,CA_SCIP-INF-1
11031F,DUBLIN VA MEDICAL CENTER,DUBLIN,GA,31021.0,LAURENS,4782772701.0,Acute Care - VA Medical Center,Government Federal,No,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,GA_AMI-5
201301,CHARLES A DEAN MEMORIAL HOSPITAL,GREENVILLE,ME,4441.0,PISCATAQUIS,2076955200.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,ME_AMI-4
161304,ALEGENT HEALTH MERCY HOSPITAL,CORNING,IA,50841.0,ADAMS,6413223121.0,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,IA_AMI-8A
141343,CRAWFORD MEMORIAL HOSPITAL,ROBINSON,IL,62454.0,CRAWFORD,6185462514.0,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,IL_HF-1
160045,ST LUKES HOSPITAL,CEDAR RAPIDS,IA,52402.0,LINN,3193697211.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,IA_AMI-8A
171354,COMMUNITY HOSPITAL; ONAGA AND ST MARYS CAMPUS,ONAGA,KS,66521.0,POTTAWATOMIE,7858894272.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,KS_PN-2
50424,SCRIPPS GREEN HOSPITAL,LA JOLLA,CA,92037.0,SAN DIEGO,8585543600.0,Acute Care Hospitals,Voluntary non-profit - Other,No,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),CA_SCIP-INF-6
50760,KAISER FOUNDATION HOSPITAL - ANTIOCH,ANTIOCH,CA,94531.0,CONTRA COSTA,9258136500.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,CA_PN-5C
10045,FAYETTE MEDICAL CENTER,FAYETTE,AL,35555.0,FAYETTE,2059325966.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,AL_SCIP-INF-1
191317,JACKSON PARISH HOSPITAL,JONESBORO,LA,71251.0,JACKSON,3182594435.0,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,LA_SCIP-VTE-2
240022,SANFORD REGIONAL HOSPITAL WORTHINGTON,WORTHINGTON,MN,56187.0,NOBLES,5073722941.0,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),MN_SCIP-INF-6
30037,ST LUKES MEDICAL CENTER,PHOENIX,AZ,85006.0,MARICOPA,6022518156.0,Acute Care Hospitals,Proprietary,No,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,AZ_AMI-8A
100092,WUESTHOFF MEDICAL CENTER  ROCKLEDGE,ROCKLEDGE,FL,32955.0,BREVARD,3216372603.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),FL_SCIP-INF-3
271341,TRINITY HOSPITAL,WOLF POINT,MT,59201.0,ROOSEVELT,4066532100.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,MT_SCIP-CARD-2
141345,SALEM TOWNSHIP HOSPITAL,SALEM,IL,62881.0,MARION,6185483194.0,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,IL_SCIP-VTE-1
40076,HOT SPRING COUNTY MEDICAL CENTER,MALVERN,AR,72104.0,HOT SPRING,5013374911.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,AR_PN-3B
140080,RHC ST FRANCIS HOSPITAL,EVANSTON,IL,60202.0,COOK,8473164000.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,IL_HF-4
150086,DEARBORN COUNTY HOSPITAL,LAWRENCEBURG,AL,47025.0,DEARBORN,8125371010.0,Acute Care Hospitals,Government - Local,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,IN_HF-1
161376,CASS COUNTY MEMORIAL HOSPITAL,ATLANTIC,IA,50022.0,CASS,7122433250.0,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,IA_PN-2
230135,HENRY FORD COTTAGE HOSPITAL,DETROIT,MI,48236.0,WAYNE,3136401000.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,MI_SCIP-VTE-2
100248,LARGO MEDICAL CENTER,LARGO,FL,33770.0,PINELLAS,7275885200.0,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,FL_HF-4
230217,OAKLAWN HOSPITAL,MARSHALL,MI,49068.0,CALHOUN,2697814271.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,MI_AMI-2
161378,MERCY MEDICAL CENTER-DYERSVILLE,DYERSVILLE,IA,52040.0,DUBUQUE,5638757101.0,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),IA_SCIP-INF-3
230241,ST JOHN RIVER DISTRICT HOSPITAL,EAST CHINA,MI,48054.0,SAINT CLAIR,8103297111.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,MI_SCIP-VTE-1
irgbqb,DECATUR MEMORIAL HOSPITAL,DECATUR,IL,62526.0,MACON,2178778121.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,IL_PN-3B
180011,SAINT JOSEPH HOSPITAL LONDON,LONDON,KY,40741.0,LAUREL,6068786520.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),KY_SCIP-INF-6
100030,HEALTH CENTRAL,OCOEE,FL,34761.0,ORANGE,4072961820.0,Acute Care Hospitals,Government - State,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,FL_SCIP-VTE-1
161317,MARENGO MEMORIAL HOSPITAL,MARENGO,IA,52301.0,IOWA,3196425543.0,Critical Access Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,IA_SCIP-CARD-2
10131,CRESTWOOD MEDICAL CENTER,HUNTSVILLE,AL,35801.0,MADISON,2568823100.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),AL_SCIP-INF-3
10129,NORTH BALDWIN INFIRMARY,BAY MINETTE,AL,36507.0,BALDWIN,2519375521.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,AL_HF-2
230244,GARDEN CITY HOSPITAL; OSTEOPATHIC,GARDEN CITY,MI,48135.0,WAYNE,7344213300.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),MI_PN-6
100132,SOUTH FLORIDA BAPTIST HOSPITAL,PLANT CITY,FL,33563.0,HILLSBOROUGH,8137571200.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,FL_SCIP-CARD-2
171370,GOODLAND REGIONAL MEDICAL CENTER,GOODLAND,KS,67735.0,SHERMAN,7858903625.0,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),KS_PN-6
50254,MARSHALL MEDICAL CENTER (1-RH),PLACERVILLE,CA,95667.0,EL DORADO,5306221441.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,CA_SCIP-INF-2
100009,UNIVERSITY OF MIAMI HOSPITAL,MIAMI,FL,33136.0,MIAMI-DADE,3053255511.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,FL_AMI-4
170094,COFFEY COUNTY HOSPITAL,BURLINGTON,KS,66839.0,COFFEY,6203642121.0,Acute Care Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,KS_SCIP-VTE-2
110074,ATHENS REGIONAL MEDICAL CENTER,ATHENS,GA,30606.0,CLARKE,7064757000.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,GA_PN-4
150129,WESTVIEW HOSPITAL,INDIANAPOLIS,IN,46222.0,MARION,3179207288.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,IN_HF-2
190122,EARL K LONG MEDICAL CENTER,BATON ROUGE,LA,70805.0,EAST BATON ROUGE,2253581002.0,Acute Care Hospitals,Government - State,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,LA_AMI-8A
160008,KEOKUK AREA HOSPITAL,KEOKUK,IA,52632.0,LEE,3195247150.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,IA_HF-4
230041,BAY REGIONAL MEDICAL CENTER,BAY CITY,MI,48708.0,BAY,9898943000.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,MI_PN-2
06007F,GRAND JUNCTION VA MEDICAL CENTER,GRAND JUNCTION,CO,81501.0,MESA,9702441329.0,Acute Care - VA Medical Center,Government Federal,No,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,CO_AMI-5
161369,CRAWFORD COUNTY MEMORIAL HOSPITAL,DENISON,IA,51442.0,CRAWFORD,7122635021.0,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,IA_PN-7
140234,ILLINOIS VALLEY COMMUNITY HOSPITAL,PERU,IL,61354.0,LA SALLE,8152233300.0,Acute Care Hospitals,Voluntary non-profit - Other,No,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,IL_HF-4
260113,MISSOURI DELTA MEDICAL CENTER,SIKESTON,MO,63801.0,NEW MADRID,5734711600.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,MO_SCIP-INF-2
261310,SCOTLAND COUNTY MEMORIAL HOSPITAL,MEMPHIS,MO,63555.0,SCOTLAND,6604658511.0,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,MO_HF-2
100206,MEMORIAL HOSPITAL OF TAMPA,TAMPA,FL,33609.0,HILLSBOROUGH,8138736400.0,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,FL_HF-2
150003,ST ELIZABETH CENTRAL,LAFAYETTE,IN,47904.0,TIPPECANOE,7654236161.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,IN_AMI-2
231305,SAINT MARY'S STANDISH COMMUNITY HOSPITAL,STANDISH,MI,48658.0,ARENAC,5178464521.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),MI_HF-3
190115,DOCTORS HOSPITAL OF SHREVEPORT,SHREVEPORT,LA,71101.0,CADDO,3182271211.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,LA_PN-3B
191305,ST JAMES PARISH HOSPITAL,LUTCHER,LA,70071.0,SAINT JAMES,2258695512.0,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),LA_SCIP-INF-3
180043,MEMORIAL HOSPITAL,MANCHESTER,KY,40962.0,CLAY,6065985104.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,KY_SCIP-VTE-2
230021,LAKELAND HOSPITAL; ST JOSEPH,ST JOSEPH,MI,49085.0,BERRIEN,2699838300.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,MI_HF-1
241356,MILLE LACS HEALTH SYSTEM,ONAMIA,MN,56359.0,MILLE LACS,3205328020.0,Critical Access Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,MN_PN-3B
111330,MC DONOUGH DISTRICT HOSPITAL,WINFIELD,IL,61455.0,MCDONOUGH,3098334101.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,IL_AMI-8A
100209,KENDALL MEDICAL CENTER,MIAMI,FL,33175.0,MIAMI-DADE,3052233000.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,FL_AMI-2
160080,MERCY MEDICAL CENTER-CLINTON,CLINTON,IA,52732.0,CLINTON,5632445555.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,IA_PN-5C
50153,O'CONNOR HOSPITAL,SAN JOSE,CA,95128.0,SANTA CLARA,4089472500.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,CA_AMI-5
140049,WEST SUBURBAN MEDICAL CENTER,OAK PARK,IL,60302.0,COOK,7083836200.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,IL_SCIP-VTE-1
50580,LA PALMA INTERCOMMUNITY HOSPITAL,LA PALMA,CA,90623.0,ORANGE,7146707400.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,CA_AMI-8A
11030F,AUGUSTA VA MEDICAL CENTER,AUGUSTA,GA,30901.0,RICHMOND,7068232201.0,Acute Care - VA Medical Center,Government Federal,No,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,GA_PN-5C
