City,ZipCode,State,PhoneNumber,MeasureCode,MeasureName,Stateavg,ProviderNumber,HospitalName,Condition
WEDOWEE,36278,AL,2563572111,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_AMI-3,10032,WEDOWEE HOSPITAL,Heart Attack
WEDOWEE,36278,AL,2563572111,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,AL_AMI-4,10032,WEDOWEE HOSPITAL,Heart Attack
WEDOWEE,36278,AL,2563572111,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,AL_AMI-5,10032,WEDOWEE HOSPITAL,Heart Attack
WEDOWEE,36278,AL,2563572111,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,AL_AMI-7A,10032,WEDOWEE HOSPITAL,Heart Attack
WEDOWEE,36278,AL,2563572111,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,AL_AMI-8A,10032,WEDOWEE HOSPITAL,Heart Attack
WEDOWEE,36278,AL,2563572111,HF-1,Heart Failure Patients Given Discharge Instructions,AL_HF-1,10032,WEDOWEE HOSPITAL,Heart Failure
WEDOWEE,36278,AL,2563572111,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,AL_HF-2,10032,WEDOWEE HOSPITAL,Heart Failure
WEDOWEE,36278,AL,2563572111,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_HF-3,10032,WEDOWEE HOSPITAL,Heart Failure
WEDOWEE,36278,AL,2563572111,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,AL_HF-4,10032,WEDOWEE HOSPITAL,Heart Failure
WEDOWEE,36278,AL,2563572111,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,AL_PN-2,10032,WEDOWEE HOSPITAL,Pneumonia
WEDOWEE,36278,AL,2563572111,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,AL_PN-3B,10032,WEDOWEE HOSPITAL,Pneumonia
WEDOWEE,36278,AL,2563572111,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,AL_PN-4,10032,WEDOWEE HOSPITAL,Pneumonia
WEDOWEE,36278,AL,2563572111,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,AL_PN-5C,10032,WEDOWEE HOSPITAL,Pneumonia
WEDOWEE,36278,AL,2563572111,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),AL_PN-6,10032,WEDOWEE HOSPITAL,Pneumonia
WEDOWEE,36278,AL,2563572111,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,AL_PN-7,10032,WEDOWEE HOSPITAL,Pneumonia
WEDOWEE,36278,AL,2563572111,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,AL_SCIP-CARD-2,10032,WEDOWEE HOSPITAL,Surgical Infection Prevention
WEDOWEE,36278,AL,2563572111,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,AL_SCIP-INF-1,10032,WEDOWEE HOSPITAL,Surgical Infection Prevention
WEDOWEE,36278,AL,2563572111,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,AL_SCIP-INF-2,10032,WEDOWEE HOSPITAL,Surgical Infection Prevention
WEDOWEE,36278,AL,2563572111,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),AL_SCIP-INF-3,10032,WEDOWEE HOSPITAL,Surgical Infection Prevention
WEDOWEE,36278,AL,2563572111,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,AL_SCIP-INF-4,10032,WEDOWEE HOSPITAL,Surgical Infection Prevention
WEDOWEE,36278,AL,2563572111,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),AL_SCIP-INF-6,10032,WEDOWEE HOSPITAL,Surgical Infection Prevention
WEDOWEE,36278,AL,2563572111,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,AL_SCIP-VTE-1,10032,WEDOWEE HOSPITAL,Surgical Infection Prevention
WEDOWEE,36278,AL,2563572111,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,AL_SCIP-VTE-2,10032,WEDOWEE HOSPITAL,Surgical Infection Prevention
BIRMINGHAM,35233,AL,2059344011,AMI-1,Heart Attack Patients Given Aspirin at Arrival,AL_AMI-1,10033,UNIVERSITY OF ALABAMA HOSPITAL,Heart Attack
BIRMINGHAM,35233,AL,2059344011,AMI-2,Heart Attack Patients Given Aspirin at Discharge,AL_AMI-2,10033,UNIVERSITY OF ALABAMA HOSPITAL,Heart Attack
BIRMINGHAM,35233,AL,2059344011,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_AMI-3,10033,UNIVERSITY OF ALABAMA HOSPITAL,Heart Attack
BIRMINGHAM,35233,AL,2059344011,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,AL_AMI-4,10033,UNIVERSITY OF ALABAMA HOSPITAL,Heart Attack
BIRMINGHAM,35233,AL,2059344011,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,AL_AMI-5,10033,UNIVERSITY OF ALABAMA HOSPITAL,Heart Attack
BIRMINGHAM,35233,AL,2059344011,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,AL_AMI-7A,10033,UNIVERSITY OF ALABAMA HOSPITAL,Heart Attack
BIRMINGHAM,35233,AL,2059344011,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,AL_AMI-8A,10033,UNIVERSITY OF ALABAMA HOSPITAL,Heart Attack
BIRMINGHAM,35233,AL,2059344011,HF-1,Heart Failure Patients Given Discharge Instructions,AL_HF-1,10033,UNIVERSITY OF ALABAMA HOSPITAL,Heart Failure
BIRMINGHAM,35233,AL,2059344011,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,AL_HF-2,10033,UNIVERSITY OF ALABAMA HOSPITAL,Heart Failure
BIRMINGHAM,35233,AL,2059344011,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_HF-3,10033,UNIVERSITY OF ALABAMA HOSPITAL,Heart Failure
BIRMINGHAM,35233,AL,2059344011,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,AL_HF-4,10033,UNIVERSITY OF ALABAMA HOSPITAL,Heart Failure
BIRMINGHAM,35233,AL,2059344011,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,AL_PN-2,10033,UNIVERSITY OF ALABAMA HOSPITAL,Pneumonia
BIRMINGHAM,35233,AL,2059344011,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,AL_PN-3B,10033,UNIVERSITY OF ALABAMA HOSPITAL,Pneumonia
BIRMINGHAM,35233,AL,2059344011,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,AL_PN-4,10033,UNIVERSITY OF ALABAMA HOSPITAL,Pneumonia
BIRMINGHAM,35233,AL,2059344011,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,AL_PN-5C,10033,UNIVERSITY OF ALABAMA HOSPITAL,Pneumonia
BIRMINGHAM,35233,AL,2059344011,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),AL_PN-6,10033,UNIVERSITY OF ALABAMA HOSPITAL,Pneumonia
BIRMINGHAM,35233,AL,2059344011,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,AL_PN-7,10033,UNIVERSITY OF ALABAMA HOSPITAL,Pneumonia
BIRMINGHAM,35233,AL,2059344011,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,AL_SCIP-CARD-2,10033,UNIVERSITY OF ALABAMA HOSPITAL,Surgical Infection Prevention
BIRMINGHAM,35233,AL,2059344011,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,AL_SCIP-INF-1,10033,UNIVERSITY OF ALABAMA HOSPITAL,Surgical Infection Prevention
BIRMINGHAM,35233,AL,2059344011,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,AL_SCIP-INF-2,10033,UNIVERSITY OF ALABAMA HOSPITAL,Surgical Infection Prevention
BIRMINGHAM,35233,AL,2059344011,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),AL_SCIP-INF-3,10033,UNIVERSITY OF ALABAMA HOSPITAL,Surgical Infection Prevention
BIRMINGHAM,35233,AL,2059344011,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,AL_SCIP-INF-4,10033,UNIVERSITY OF ALABAMA HOSPITAL,Surgical Infection Prevention
BIRMINGHAM,35233,AL,2059344011,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),AL_SCIP-INF-6,10033,UNIVERSITY OF ALABAMA HOSPITAL,Surgical Infection Prevention
BIRMINGHAM,35233,AL,2059344011,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,AL_SCIP-VTE-1,10033,UNIVERSITY OF ALABAMA HOSPITAL,Surgical Infection Prevention
BIRMINGHAM,35233,AL,2059344011,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,AL_SCIP-VTE-2,10033,UNIVERSITY OF ALABAMA HOSPITAL,Surgical Infection Prevention
TALLASSEE,36078,AL,3342836541,AMI-1,Heart Attack Patients Given Aspirin at Arrival,AL_AMI-1,10034,COMMUNITY HOSPITAL INC,Heart Attack
TALLASSEE,36078,AL,3342836541,AMI-2,Heart Attack Patients Given Aspirin at Discharge,AL_AMI-2,10034,COMMUNITY HOSPITAL INC,Heart Attack
TALLASSEE,36078,AL,3342836541,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_AMI-3,10034,COMMUNITY HOSPITAL INC,Heart Attack
TALLASSEE,36078,AL,3342836541,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,AL_AMI-4,10034,COMMUNITY HOSPITAL INC,Heart Attack
TALLASSEE,36078,AL,3342836541,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,AL_AMI-5,10034,COMMUNITY HOSPITAL INC,Heart Attack
TALLASSEE,36078,AL,3342836541,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,AL_AMI-7A,10034,COMMUNITY HOSPITAL INC,Heart Attack
TALLASSEE,36078,AL,3342836541,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,AL_AMI-8A,10034,COMMUNITY HOSPITAL INC,Heart Attack
TALLASSEE,36078,AL,3342836541,HF-1,Heart Failure Patients Given Discharge Instructions,AL_HF-1,10034,COMMUNITY HOSPITAL INC,Heart Failure
TALLASSEE,36078,AL,3342836541,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,AL_HF-2,10034,COMMUNITY HOSPITAL INC,Heart Failure
TALLASSEE,36078,AL,3342836541,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_HF-3,10034,COMMUNITY HOSPITAL INC,Heart Failure
TALLASSEE,36078,AL,3342836541,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,AL_HF-4,10034,COMMUNITY HOSPITAL INC,Heart Failure
TALLASSEE,36078,AL,3342836541,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,AL_PN-2,10034,COMMUNITY HOSPITAL INC,Pneumonia
TALLASSEE,36078,AL,3342836541,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,AL_PN-3B,10034,COMMUNITY HOSPITAL INC,Pneumonia
TALLASSEE,36078,AL,3342836541,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,AL_PN-4,10034,COMMUNITY HOSPITAL INC,Pneumonia
TALLASSEE,36078,AL,3342836541,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,AL_PN-5C,10034,COMMUNITY HOSPITAL INC,Pneumonia
TALLASSEE,36078,AL,3342836541,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),AL_PN-6,10034,COMMUNITY HOSPITAL INC,Pneumonia
TALLASSEE,36078,AL,3342836541,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,AL_PN-7,10034,COMMUNITY HOSPITAL INC,Pneumonia
TALLASSEE,36078,AL,3342836541,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,AL_SCIP-CARD-2,10034,COMMUNITY HOSPITAL INC,Surgical Infection Prevention
TALLASSEE,36078,AL,3342836541,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,AL_SCIP-INF-1,10034,COMMUNITY HOSPITAL INC,Surgical Infection Prevention
TALLASSEE,36078,AL,3342836541,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,AL_SCIP-INF-2,10034,COMMUNITY HOSPITAL INC,Surgical Infection Prevention
TALLASSEE,36078,AL,3342836541,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),AL_SCIP-INF-3,10034,COMMUNITY HOSPITAL INC,Surgical Infection Prevention
TALLASSEE,36078,AL,3342836541,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,AL_SCIP-INF-4,10034,COMMUNITY HOSPITAL INC,Surgical Infection Prevention
TALLASSEE,36078,AL,3342836541,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),AL_SCIP-INF-6,10034,COMMUNITY HOSPITAL INC,Surgical Infection Prevention
TALLASSEE,36078,AL,3342836541,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,AL_SCIP-VTE-1,10034,COMMUNITY HOSPITAL INC,Surgical Infection Prevention
TALLASSEE,36078,AL,3342836541,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,AL_SCIP-VTE-2,10034,COMMUNITY HOSPITAL INC,Surgical Infection Prevention
CULLMAN,35058,AL,2567372000,AMI-1,Heart Attack Patients Given Aspirin at Arrival,AL_AMI-1,10035,CULLMAN REGIONAL MEDICAL CENTER,Heart Attack
CULLMAN,35058,AL,2567372000,AMI-2,Heart Attack Patients Given Aspirin at Discharge,AL_AMI-2,10035,CULLMAN REGIONAL MEDICAL CENTER,Heart Attack
CULLMAN,35058,AL,2567372000,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_AMI-3,10035,CULLMAN REGIONAL MEDICAL CENTER,Heart Attack
CULLMAN,35058,AL,2567372000,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,AL_AMI-4,10035,CULLMAN REGIONAL MEDICAL CENTER,Heart Attack
CULLMAN,35058,AL,2567372000,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,AL_AMI-5,10035,CULLMAN REGIONAL MEDICAL CENTER,Heart Attack
CULLMAN,35058,AL,2567372000,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,AL_AMI-7A,10035,CULLMAN REGIONAL MEDICAL CENTER,Heart Attack
CULLMAN,35058,AL,2567372000,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,AL_AMI-8A,10035,CULLMAN REGIONAL MEDICAL CENTER,Heart Attack
CULLMAN,35058,AL,2567372000,HF-1,Heart Failure Patients Given Discharge Instructions,AL_HF-1,10035,CULLMAN REGIONAL MEDICAL CENTER,Heart Failure
CULLMAN,35058,AL,2567372000,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,AL_HF-2,10035,CULLMAN REGIONAL MEDICAL CENTER,Heart Failure
CULLMAN,35058,AL,2567372000,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_HF-3,10035,CULLMAN REGIONAL MEDICAL CENTER,Heart Failure
CULLMAN,35058,AL,2567372000,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,AL_HF-4,10035,CULLMAN REGIONAL MEDICAL CENTER,Heart Failure
CULLMAN,35058,AL,2567372000,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,AL_PN-2,10035,CULLMAN REGIONAL MEDICAL CENTER,Pneumonia
CULLMAN,35058,AL,2567372000,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,AL_PN-3B,10035,CULLMAN REGIONAL MEDICAL CENTER,Pneumonia
CULLMAN,35058,AL,2567372000,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,AL_PN-4,10035,CULLMAN REGIONAL MEDICAL CENTER,Pneumonia
CULLMAN,35058,AL,2567372000,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,AL_PN-5C,10035,CULLMAN REGIONAL MEDICAL CENTER,Pneumonia
CULLMAN,35058,AL,2567372000,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),AL_PN-6,10035,CULLMAN REGIONAL MEDICAL CENTER,Pneumonia
CULLMAN,35058,AL,2567372000,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,AL_PN-7,10035,CULLMAN REGIONAL MEDICAL CENTER,Pneumonia
CULLMAN,35058,AL,2567372000,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,AL_SCIP-CARD-2,10035,CULLMAN REGIONAL MEDICAL CENTER,Surgical Infection Prevention
CULLMAN,35058,AL,2567372000,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,AL_SCIP-INF-1,10035,CULLMAN REGIONAL MEDICAL CENTER,Surgical Infection Prevention
CULLMAN,35058,AL,2567372000,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,AL_SCIP-INF-2,10035,CULLMAN REGIONAL MEDICAL CENTER,Surgical Infection Prevention
CULLMAN,35058,AL,2567372000,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),AL_SCIP-INF-3,10035,CULLMAN REGIONAL MEDICAL CENTER,Surgical Infection Prevention
CULLMAN,35058,AL,2567372000,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,AL_SCIP-INF-4,10035,CULLMAN REGIONAL MEDICAL CENTER,Surgical Infection Prevention
CULLMAN,35058,AL,2567372000,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),AL_SCIP-INF-6,10035,CULLMAN REGIONAL MEDICAL CENTER,Surgical Infection Prevention
CULLMAN,35058,AL,2567372000,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,AL_SCIP-VTE-1,10035,CULLMAN REGIONAL MEDICAL CENTER,Surgical Infection Prevention
CULLMAN,35058,AL,2567372000,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,AL_SCIP-VTE-2,10035,CULLMAN REGIONAL MEDICAL CENTER,Surgical Infection Prevention
ANDALUSIA,36420,AL,3342228466,AMI-1,Heart Attack Patients Given Aspirin at Arrival,AL_AMI-1,10036,ANDALUSIA REGIONAL HOSPITAL,Heart Attack
ANDALUSIA,36420,AL,3342228466,AMI-2,Heart Attack Patients Given Aspirin at Discharge,AL_AMI-2,10036,ANDALUSIA REGIONAL HOSPITAL,Heart Attack
ANDALUSIA,36420,AL,3342228466,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_AMI-3,10036,ANDALUSIA REGIONAL HOSPITAL,Heart Attack
ANDALUSIA,36420,AL,3342228466,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,AL_AMI-4,10036,ANDALUSIA REGIONAL HOSPITAL,Heart Attack
